0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
0.0,733.8633381145664,916.8828394421216,590.7773064363537,763.2831812494278,823.9997558519242,674.52009643849,972.9148228400525,933.790093691824,515.0914029358806,533.4482863856929,979.3237098300119,525.4371776482436,826.456495864742,583.5139011810663,647.2212897122105,755.8824427014985,867.1987060151982,961.4703817865535,924.085207678457,959.8071230201117,852.1988586077456,615.6193731498154,935.8806115909299,596.3469344157231,642.4909207434309,997.3448896755883,975.2800073244423,597.399822992645,763.1153294473098,819.8644978179266,787.5301370281076,822.1076082644124,601.6418958098086,775.1853999450667,982.4671163060395,633.6710715048678,740.5316324350719,849.5590075380719,650.4257332071902,863.7958922086245,626.4076662495804,628.1777397991882,510.605182042909,680.3491317484054,529.3130283516953,729.9111911374248,669.6371349223305,624.1187780388806,995.1628162480545,762.3523667104098,818.6132389294107,829.9813837092197,744.4837794122135,938.1237220374157,946.8367564928129,698.4008301034578,720.6183050019837,742.9120761741997,900.2349925229652,532.746360667745,740.3790398876919,795.8769493697928,862.5904110843227,907.9256569109165,950.4074221015046,793.099765007477,587.7407147434919,786.1415448469497,542.3139133884702,674.535355693228,961.0583819086276,645.4817346720786,929.8074282052064,905.4994354075748,717.82586138493,636.6618854335154,840.7086397900326,512.6346629230628,897.3357341227454,533.7382122257148,527.2530289620655,765.8619953001496,860.1336710715049,994.4914090395825,547.6851710562456,646.0005493331705,947.1724600970489,895.8403271584216,822.1839045381023,989.4863734855189,608.34070863979,760.29236732078,916.3182470168157,950.2853480636006,579.2413098544267,538.6059144871365,755.3636280404065,669.9423200170904,933.6069826349681,764.7328104495377,722.1289712210455,796.1058381908628,589.9380474257637,848.292489394818,841.8988616595966,740.5011139255959,600.5584887234107,520.4474013489181,507.32444227423935,816.5837580492569,800.6225775933103,698.7517929624318,946.546830652791,647.9079561754204,645.9547715689566,786.4772484511857,887.4477370525224,987.4416333506272,817.3467207861568,672.1701712088382,621.6010010071108,838.7401959288309,919.5379497665334,945.158238471633,920.4535050508133,519.5165868099002,853.1754509109776,592.2116763817255,507.35496078371534
558.1835383159887,0.0,691.6714987640004,538.3770256660665,563.9820551164281,612.9337443159276,869.808038575396,794.9308755760369,961.4551225318155,799.1119113742484,535.9508041627247,541.5051728873561,729.7585985900448,740.5011139255959,661.2598040711691,751.6403698843349,537.5072481460005,913.9988402966399,617.1758171330912,654.9729911191138,913.708914456618,828.5012359996338,839.0606402783288,808.9693899349955,845.4847865230263,794.3968016602068,830.6375316629535,647.9232154301584,943.1745353556933,990.6460768456068,774.9412518692587,712.8818628498184,563.4174626911222,658.0401013214514,767.2505874813074,515.1371807000946,531.0068056276132,996.4598529007843,935.7432782982879,736.7931150242622,849.7268593401898,594.3174535355693,965.5293435468611,721.2134159367656,543.290505691702,968.5506759849849,791.5128025147252,956.862086855678,516.8156987212744,542.7716910306101,975.9971922971282,507.12607196264537,579.2413098544267,642.384105960265,536.2407300027467,589.9380474257637,517.6396984771263,834.1013824884792,738.1359294412061,759.4988860744041,863.9179662465285,688.5586107974486,621.0516678365428,894.0244758445997,744.3769646290475,793.7253944517349,769.9209570604571,942.0911282692953,953.1998657185584,597.537156285287,599.9176000244148,630.970183416242,639.8052919095431,907.7425458540605,669.6218756675923,589.9990844447157,751.4572588274789,626.9569994201483,787.8658406323435,592.0743430890835,621.1127048554948,551.4694662312693,930.4177983947263,866.4204840235603,841.5936765648366,811.3498336741234,731.6507461775567,685.8577227088228,816.3090914639729,780.4956205938902,567.2170171208838,681.5698721274453,627.5826288644063,534.4248786889249,993.0112613299966,588.4731589709158,612.8727072969756,684.133426923429,556.2303537095248,874.4926297799616,789.6206549272133,663.8843958861049,744.3159276100955,956.6026795251321,519.3182164983062,801.4618366039002,586.84041871395,957.1062349314859,551.6373180333873,748.5885189367351,676.8089846491897,702.8565324869534,838.8164922025207,599.8565630054628,626.0719626453445,920.9418012024294,761.4062929166539,778.4051026947844,721.2897122104557,833.6588641010774,655.6291390728477,516.0069582201605,795.5259865108187,606.1433759575182,783.150730918302,506.4241462446974,581.3318277535325,849.6047853022858,633.8999603259376,559.3737601855526
560.9149449140904,633.2743308816797,0.0,833.7961973937192,578.9819025238808,708.4414197210608,629.0322580645161,978.286080507828,733.9396343882565,897.3357341227454,844.3403424176763,756.8895535142065,812.9520554216132,850.3372295297097,611.4230780968658,988.3877071443831,786.7213965269937,624.4087038789025,602.4964140751366,877.1477401043733,629.3069246498001,785.8821375164036,902.9358806115908,563.7073885311441,978.865932187872,990.8902249214148,582.6593829157384,973.3115634632404,904.7364726706747,746.3911862544633,725.5317850276192,790.1852473525194,796.7772453993347,805.0325022125919,557.2679830317087,636.1888485366375,642.155217139195,896.8626972258675,562.7765739921263,781.56376842555,705.7252723776971,751.1368144779809,733.2071901608325,965.9566026795251,879.039887691885,611.3010040589618,833.6283455916014,658.0706198309274,714.2399365215003,696.203497421186,831.7819757683035,831.8430127872555,907.9866939298685,810.7242042298653,878.6431470686971,587.313455610828,751.1062959685049,559.0227973265786,981.3379314554277,694.4792016357922,809.9917600024414,863.3991515854366,758.9800714133122,887.9055146946623,854.7318948942534,741.8744468520158,922.3609118930631,990.6460768456068,800.1647999511704,547.8377636036256,867.6107058931242,695.318460646382,675.1915036469619,624.6070741904965,525.0099185155797,580.4773094882046,885.9370708334604,578.1731620227667,853.1754509109776,690.5728324228644,788.6593218787195,621.3110751670888,619.281594286935,757.3320719016083,837.6873073519089,692.0224616229743,856.3341166417432,891.1404766991179,824.3202002014222,799.4933927426985,637.4706259346294,819.9713126010926,972.0297860652486,800.8819849238563,558.5802789391767,504.5014801477096,903.8666951506088,561.6473891415143,569.3380535294656,707.312234870449,747.4593340861232,703.0396435438093,543.580431531724,844.1877498702963,893.4293649098178,889.4466994232001,729.6365245521408,695.822016052736,672.6279488509781,858.973967711417,970.9768974883266,808.1911679433576,968.0776390881069,650.3494369335001,838.2061220130008,659.1387676625874,526.9478438673056,729.1787469100009,562.6697592089603,920.1178014465773,988.647114474929,966.7958616901151,912.564470351268,890.408032471694,893.9024018066957,674.657429731132,901.837214270455,932.6151310769982,691.3663136692404,647.7553636280404
973.0063783684805,987.0448927274392,506.6225165562914,0.0,543.99243140965,993.4232612079227,689.6725363933225,682.9737235633412,560.0756859035005,797.9522080141605,906.2471388897366,577.3491622669148,941.0534989471114,873.8364818262276,788.7356181524094,799.5391705069123,564.80605487228,933.3780938138982,912.442396313364,737.2966704306161,677.4956511123996,759.8193304239021,612.3844111453596,581.0419019135105,871.1661122470779,837.0921964171271,906.7964720603045,616.1992248298593,519.2876979888302,605.4261909848323,542.5428022095401,649.2355113376262,811.1667226172674,921.2164677877133,928.3730582598346,770.6839197973571,775.2006591998047,548.8906521805475,971.2668233283487,908.1545457319864,932.4930570390942,763.4205145420698,581.9879757072665,872.6004821924498,970.5801568651386,891.0489211706899,865.0624103518785,850.7492294076358,578.5241248817408,866.7714468825343,758.9037751396222,547.0290231025117,833.7199011200294,636.4482558671834,641.941587572863,928.0526139103366,780.9533982360301,981.9177831354716,670.0033570360424,772.6218451490829,594.6989349040193,596.8352305673391,860.8813745536668,980.7885982848597,964.8274178289132,991.9125949888607,691.5341654713584,844.4929349650563,596.6978972746971,557.1306497390667,723.6854152043214,733.5581530198065,966.139713736381,859.4775231177709,523.2551042207099,899.6246223334452,719.8095645008698,503.99792474135563,889.5229956968901,851.4511551255837,861.9037446211128,636.6924039429914,659.2455824457534,504.69985045930355,617.3894466994232,916.8370616779076,601.8555253761406,559.1601306192206,612.7811517685476,537.3851741080965,670.9646900845363,806.6347239600818,764.8701437421796,621.2805566576128,627.8878139591662,822.6874599444564,518.0822168645284,571.8100527970214,803.06405835139,745.2772606585894,821.1004974517044,705.2674947355571,510.513626514481,593.4018982512894,983.3979308450575,743.9191869869076,881.5424054689169,828.9437543870357,802.1637623218483,997.4822229682302,632.7555162205878,614.7648548844875,600.6042664876247,811.1514633625293,534.4706564531389,972.2739341410565,567.7053132724998,608.41700491348,594.7904904324473,791.4365062410352,540.5896176030762,606.6774498733482,725.2113406781214,896.5727713858455,619.785149693289,533.8908047730949,903.3021027253028,620.8532975249489,758.1865901669362,924.222540971099
598.040711691641,592.7457502975554,714.1788995025483,821.0547196874904,0.0,687.5057222205268,509.7659230323191,965.2546769615772,636.4329966124454,846.7360454115421,784.1731009857479,796.8993194372387,943.5407574694052,719.4280831324198,683.4315012054811,848.7502670369579,633.7626270332958,827.2804956205939,676.9920957060457,859.263893551439,801.5381328775902,707.4800866725669,941.4807580797753,683.5535752433851,976.4397106845302,736.4116336558122,702.5513473921933,830.3781243324077,824.9153111362041,586.855677968688,675.4661702322459,703.0701620532853,739.677114169744,522.324289681692,994.7813348796044,872.8751487777338,832.4686422315134,981.3226722006897,773.9341410565507,962.5232703634754,595.6907864619892,654.7746208075198,685.476241340373,968.2912686544389,748.7258522293771,509.7964415417951,702.3071993163853,598.727378154851,534.3485824152349,962.9200109866633,890.6674398022401,958.0675679799799,980.9869685964537,655.5833613086337,895.5961790826136,652.40943632313,896.4354380932035,535.7371745963927,509.33866389965516,647.0992156743065,608.676412244026,697.8514969328899,963.4388256477553,952.9251991332744,719.3212683492538,684.987945188757,834.9101229895932,969.7561571092867,885.4029969176305,705.923642689291,707.6174199652089,565.4622028260139,895.1689199499497,970.4733420819728,978.865932187872,718.329416791284,553.331095309305,595.8738975188452,952.2690511795404,800.9735404522843,641.6516617328409,788.0031739249855,607.2878200628681,834.1624195074312,970.1986754966888,749.6261482589191,686.3155003509629,788.2930997650076,785.1344340342418,519.7912533951842,989.5474105044709,761.0248115482041,548.6465041047395,696.6460158085879,518.6620685445723,608.920560319834,856.4104129154332,747.3525193029573,859.6911526841029,861.2933744315928,508.4078493606372,858.0431531723991,945.7228308969391,994.4303720206306,998.85555589465,526.8257698294016,590.2279732657857,894.3144016846218,940.4889065218056,853.2517471846675,931.4706869716483,585.955381939146,689.1689809869686,726.9661549729911,678.5332804345836,557.4663533433027,684.301278725547,869.1366313669241,800.0579851680044,756.8132572405164,770.5923642689291,929.4106875820185,545.5946531571398,589.7701956236458,517.0445875423444,591.6470839564196,940.9161656544695,996.9328897976623,798.5320596942045,891.689809869686
647.3586230048525,937.7880184331798,655.7054353465377,699.9877925962096,826.2581255531479,0.0,698.8738670003357,572.5577562791833,898.6175115207373,984.1303750724815,571.4438306833094,923.1696523941771,841.2121951963866,974.8374889370402,738.578447828608,719.8858607745598,909.2379528183844,838.5876033814509,616.6112247077853,659.2455824457534,926.4198736533708,614.2612994781335,808.9693899349955,521.0425122837,533.0820642719809,691.5646839808344,964.1712698751793,656.9261757255775,533.0057679982909,833.3384197515793,521.393475142674,815.866573076571,729.3160802026429,730.0790429395429,859.6453749198889,759.6972563859981,890.346995452742,664.7999511703848,615.4362620929594,871.8985564745018,736.1522263252663,616.3365581225013,685.5830561235389,712.4698629718924,585.92486342967,879.2992950224311,679.6166875209815,722.4341563158056,557.3137607959227,528.7026581621753,838.5265663624989,530.7168797875912,958.0828272347178,807.5655384990996,684.591204565569,566.8202764976959,760.7501449629201,765.2516251106297,918.4545426801355,932.1573534348582,800.9735404522843,725.2113406781214,828.8521988586077,733.3750419629505,590.0296029541917,909.7262489700004,730.6741538743247,830.7901242103335,882.2901089510788,800.0427259132664,696.9512009033479,704.7791985839411,888.1496627704703,560.1062044129765,600.4058961760308,893.6735129856258,773.155919064913,601.7487105929746,730.2011169774469,705.9389019440291,833.8267159031952,619.647816400647,999.603259376812,659.9627674184393,990.8749656666769,674.199652088992,509.8574785607471,854.4419690542313,990.4171880245369,650.3036591692862,986.4803003021332,722.6020081179236,953.8865321817682,670.2322458571123,852.8397473067416,873.3634449293497,667.1346171452986,788.8271736808374,957.4419385357219,972.4417859431745,749.427777947325,548.8753929258095,719.8858607745598,866.7104098635823,592.9746391186254,725.2265999328592,711.5390484328746,904.8585467085787,713.5532700582903,835.1695303201392,936.3536484878078,657.3381756035035,902.9663991210668,743.8428907132176,827.4636066774499,988.982818079165,823.7556077761162,942.3657948545792,725.3486739707632,687.2463148899808,937.0555742057559,826.8379772331919,852.9160435804315,599.2156743064669,903.9887691885128,556.7033906064028,553.422650837733,980.5597094637898,851.3901181066317,820.1391644032105
806.6194647053437,509.46073793755914,642.307809686575,584.7804193243202,788.8424329355755,668.8741721854304,0.0,662.0990630817591,992.7671132541886,949.7817926572466,920.9418012024294,663.182470168157,672.2006897183142,579.1802728354747,882.0307016205329,674.382763145848,627.9335917233802,725.4097109897152,958.8000122074038,730.7809686574908,599.7192297128208,884.2127750480666,768.7459944456314,915.5705435346538,780.6176946317942,898.5412152470474,766.6249580370495,663.563951536607,718.8482314523759,815.3477584154789,986.6328928495132,597.064119388409,623.0811487166967,532.364879299295,914.5634327219459,971.8466750083926,836.573381756035,938.0474257637256,880.413220618305,561.7694631794183,995.9257789849544,997.8026673177283,612.2013000885037,560.0146488845485,640.0341807306131,989.6694845423749,841.4716025269327,824.9610889004181,784.9055452131718,842.5244911038544,601.1841181676687,548.8906521805475,729.7738578447828,779.9310281685842,606.7079683828242,677.8466139713737,610.4922635578479,722.7393414105655,860.2862636188848,660.3595080416272,965.4377880184331,653.7217322305978,869.899594103824,853.6179692983794,829.8135319071016,897.1831415753654,622.9285561693167,664.7541734061708,623.9356669820246,516.6020691549425,705.4506057924131,755.9129612109745,851.0391552476577,783.8831751457259,707.4037903988769,890.5758842738121,870.23529770806,922.605059968871,804.8341319009979,749.885555589465,760.414441358684,579.2107913449507,659.2761009552294,796.7009491256447,540.4522843104343,724.6162297433393,525.2845851008636,515.6559953611866,761.635181737724,939.6191290017396,706.564531388287,607.2725608081302,737.6323740348521,787.3317667165136,751.2741477706229,964.4154179509873,927.9000213629566,725.6233405560472,527.3293252357555,508.88088625751516,739.9365215002899,762.6422925504319,568.1936094241157,716.803491317484,766.2434766685994,808.6642048402356,829.7219763786736,910.3213599047822,721.3354899746696,927.4422437208167,748.8021485030671,644.1084017456587,594.6073793755913,940.0158696249275,744.4837794122135,764.8701437421796,784.7987304300059,584.1242713705863,551.9577623828852,971.6177861873225,731.2234870448927,682.5922421948912,530.2133243812373,955.1377910702842,808.0385753959777,523.4076967680899,834.0403454695272,944.7157200842312,996.5514084292123,905.0416577654347
590.7620471816157,740.1654103213599,601.6724143192846,549.7451704458754,972.6859340189825,557.3595385601367,527.7871028778954,0.0,805.4139835810419,765.3736991485337,879.970702230903,569.2312387462996,603.1830805383465,843.2111575670644,905.8198797570726,695.0285348063601,671.4224677266762,634.6629230628376,543.977172154912,739.9212622455519,667.3024689474166,728.9193395794549,594.5768608661153,850.7187108981598,759.0868861964782,545.3199865718558,777.3369548631244,684.835352641377,774.5445112460708,950.4074221015046,693.1363872188482,588.3663441877499,979.3847468489639,985.1985229041413,954.3900875881222,767.2658467360454,876.0643330179754,531.1441389202552,500.061037018952,904.8432874538407,663.9454329050569,992.4771874141667,860.8966338084049,928.6629840998565,750.938444166387,823.3741264076663,890.408032471694,880.062257759331,957.76238288522,977.996154667806,727.3171178319651,589.0987884151738,805.0325022125919,611.4535966063418,505.12710959196755,608.661152989288,524.1401409955138,609.9429303872798,574.3736075930051,610.1107821893979,682.3023163548693,777.9931028168585,753.1205175939208,694.1892757957701,562.3950926236763,761.1926633503219,871.4407788323618,820.0476088747826,688.6043885616626,532.288583025605,625.5531479842525,805.5818353831598,637.8215887936033,518.9977721488083,507.0345164342174,602.0538956877347,528.0922879726554,701.4221625415814,822.9316080202643,796.4720603045747,824.3354594561602,757.3625904110843,572.2067934202094,544.3891720328379,852.0004882961516,583.6664937284463,694.463942381054,886.7458113345745,659.5202490310373,771.645252845851,956.1449018829921,653.3555101168859,619.907223731193,864.6198919644764,990.112002929777,906.7049165318765,912.2592852565081,975.9819330423902,754.3259987182225,628.6660359508041,773.7357707449569,595.6144901882992,924.9092074343089,603.7018951994385,662.7399517807551,662.953581347087,989.4253364665669,701.3458662678914,723.8685262611774,734.8094119083223,556.0472426526688,511.291848506119,695.0895718253121,825.9376812036501,644.2457350383007,534.1196935941649,648.1521042512284,750.694296090579,972.2739341410565,880.8557390057069,702.4292733542893,543.748283333842,507.6448866237373,684.331797235023,603.1373027741325,788.0336924344615,795.8159123508408,675.7408368175298,804.452650532548,928.0373546555986
832.6670125431074,629.2611468855861,947.9506820886868,896.5117343668935,996.8718527787103,627.9335917233802,877.4834437086092,632.9386272774437,0.0,854.1062654499954,580.5383465071566,821.6040528580584,520.5542161320841,857.1733756523331,697.1190527054658,927.4880214850307,837.076937162389,502.2736289559618,986.6023743400372,858.2262642292551,726.3557847834712,552.5528733176671,893.2309945982238,830.1797540208136,642.170476393933,588.3968626972259,600.8636738181707,766.6402172917875,640.0799584948271,716.772972808008,717.5969725638599,806.4210943937499,664.1895809808649,773.6136967070529,980.9259315775017,751.0299996948149,518.3111056855984,972.6554155095065,623.9661854915006,528.2143620105594,787.5301370281076,703.4974211859493,793.557542649617,500.50355540635394,725.3486739707632,932.3709830011902,660.5883968626972,696.4018677327799,872.5089266640218,908.4444715720084,613.5441145054476,792.6419873653371,922.6813562425612,629.0169988097781,675.4051332132939,925.5043183690909,601.0162663655507,766.5791802728354,535.0657673879208,659.4134342478714,570.9097567674795,510.849330118717,833.4910122989593,690.8780175176244,634.7544785912656,529.1299172948393,595.4313791314432,615.8177434614093,744.2701498458815,997.8331858272043,947.2334971160009,838.6333811456648,585.9401226844082,908.3529160435804,511.45970030823696,950.8346812341686,757.4846644489883,600.7568590350047,618.8695944090091,657.7196569719536,800.4699850459303,727.835932493057,728.339487899411,580.8893093661305,605.2888576921903,603.0457472457045,695.56260872219,514.8777733695487,953.6423841059602,635.4869228186895,780.8771019623402,966.0176396984771,714.3772698141423,804.712057863094,537.0036927396466,551.7288735618152,958.3880123294778,878.8720358897672,967.375713370159,588.1984923856319,507.8279976805933,829.0658284249397,595.4466383861812,944.6852015747552,685.9187597277748,643.1165501876889,835.9782708212531,992.5382244331187,782.0978423413801,991.8973357341227,808.3742790002136,727.1034882656331,999.0234076967681,951.3077181310465,983.4437086092715,890.621662038026,896.3896603289895,733.0545976134525,803.430280465102,674.1233558153019,597.613452558977,627.3689992980743,666.5242469557787,826.70064394055,774.7123630481888,610.6448561052279,916.1503952146977,749.946592608417,677.1446882534257,821.4514603106784
725.7759331034272,906.0792870876187,720.2826013977477,857.6158940397352,519.9285866878262,617.4810022278511,899.0905484176153,597.827082125309,821.8787194433423,0.0,542.4817651905881,500.8850367748039,668.6910611285745,710.7913449507126,674.3064668721579,585.3144932401501,984.4508194219794,530.0149540696432,996.2920010986663,543.0921353801081,551.8662068544572,869.685964537492,758.6748863185521,690.0997955259866,973.4183782464064,522.324289681692,534.2570268868069,706.640827661977,762.062440870388,537.0952482680746,661.3055818353831,871.1813715018159,952.8031250953704,947.9659413434248,870.9982604449599,740.3180028687399,875.0877407147435,518.7994018372143,865.2455214087345,978.225043488876,977.1111178930021,832.9416791283913,860.0573747978149,788.5219885860774,842.5244911038544,805.7039094210638,860.6677449873348,651.982177190466,790.0631733146154,947.9659413434248,683.4315012054811,822.8553117465742,696.8596453749199,958.6016418958097,990.6460768456068,787.1944334238716,936.0179448835719,974.4560075685904,853.5111545152135,636.2498855555895,569.0023499252296,555.3910946989349,609.2104861598559,557.9393902401806,683.7214270455031,733.0545976134525,527.4666585283975,899.6856593523972,518.4331797235023,700.9796441541795,552.2476882229072,505.5543687246315,762.7338480788599,974.6696371349224,634.3577379680777,781.1822870571002,675.6797997985778,599.3682668538469,920.5298013245033,689.0011291848506,912.1372112186041,733.9091158787805,814.401684621723,627.5978881191443,697.5005340739158,688.5433515427106,675.4661702322459,897.7782525101475,741.9507431257057,745.1704458754234,671.0257271034883,708.7008270516068,534.3791009247109,837.702566606647,547.3799859614857,927.3049104281747,906.9490646076845,921.1401715140232,835.3526413769952,523.7891781365398,510.666219061861,607.0284127323222,756.1571092867824,916.8065431684316,592.9288613544114,893.8108462782677,843.0433057649465,670.8731345561083,717.13919492172,569.9179052095096,544.3891720328379,749.732963042085,815.622425000763,617.9692983794671,823.8776818140202,778.2830286568803,716.0252693258461,697.8362376781517,523.2245857112339,516.5715506454665,531.9681386761071,537.2325815607165,503.5706656086917,998.825037385174,558.6718344676046,807.4587237159337,830.4086428418836,540.3912472914823,563.9820551164281,812.6163518173772
