0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.0,0.0007574936130021454,0.0008933248993033495,0.0023461341830438996,0.0005491799420281438,0.0007252922304738428,0.001368617305421097,0.0002626461854944833,0.0010371187092842792,0.0008487113475095919,0.0004167444378844699,0.0010797416301581053,0.0011825518623757407,0.0026775156832442508,0.00039672103274868896,0.00116932002155502,0.005458778366197869,0.0013628796045342356,0.00016159239232384613,0.0006160417217505468,0.0007008191797523327,0.0007881727483563829,0.0003166274122055652,0.0014344252217153009,0.001888991647078468
0.0007574936130021454,0.0,0.0015221300781287507,0.0016032775621000735,0.0003889927009418963,0.0006529269417375116,0.00045409804161730097,0.0003749411885659097,0.0007844256783894532,0.0004915687412865987,0.0002873534280889264,0.0009338400933207776,0.00013887578064933443,0.0008715450551205702,0.0001360654781741371,0.0005977747556617642,0.0029059698552905,0.0007648706569995384,9.437932479204347e-05,0.0009583131440422876,0.00045620576847369896,0.0008586645021092491,0.0004354797877191187,0.00023594831198010867,6.615920410360368e-05
0.0008933248993033495,0.0015221300781287507,0.0,0.004114165727752416,0.0006974233975948026,0.0016535117188442256,0.0006968379179124698,0.0006754093615390903,0.0019412164347425518,0.000496720962491127,0.00039402782620995817,0.002605852970126719,0.00021557361903492807,0.0027710753364810284,0.0007631142179525401,0.0004146367110280719,0.024014971418052866,0.004410886830758667,0.00033782177670601166,0.0015456663613585284,0.0008332546838960066,0.0020099517494484194,0.0005016389918227224,0.0009467206463320986,0.006076693622931881
0.0023461341830438996,0.0016032775621000735,0.004114165727752416,0.0,0.0022358298108924044,0.004112292192768951,0.0025085462469230115,0.0032016370948685516,0.006011822474129409,0.0018531602905197022,0.003341566738946085,0.007656551997738644,0.0015199052553358861,0.0051635795103656835,0.006033368126439256,0.001680795072040933,0.020245301935385058,0.004368263909884841,0.0018053851484413476,0.0030703725500895434,0.004953509400344684,0.004133837845078797,0.0015946124628015484,0.00205854656308204,0.004766741381680528
0.0005491799420281438,0.0003889927009418963,0.0006974233975948026,0.0022358298108924044,0.0,0.0008529268012223879,0.00036323159491925415,0.0001829038527607592,0.0008407488238298662,0.00022447291020638628,0.00026381714485914883,0.0006968379179124698,0.00022131131992178928,0.0008310298611031421,0.00023524573636130936,0.00015690855486518395,0.0029628784804132456,0.0007062055928297943,0.00012189686986168394,0.00048337202573393975,0.0006384070456156588,0.0003915688115441605,0.00012494136420981438,0.0005395780752378862,0.0008255263520892139
0.0007252922304738428,0.0006529269417375116,0.0016535117188442256,0.004112292192768951,0.0008529268012223879,0.0,0.0005881728888715067,0.0004112409288705418,0.0012200225620450384,0.000414870902901005,0.00032224801715595983,0.001687586636355993,0.00023922699820117224,0.0018316146382098561,0.0005871190254433076,0.00023606540791657523,0.007263929322766284,0.0018015209825379514,0.00034625268413160365,0.0005895780401091053,0.0008761117966427658,0.0007913343386409798,0.0002565571967982224,0.0007727160847427976,0.001660537475032219
0.001368617305421097,0.00045409804161730097,0.0006968379179124698,0.0025085462469230115,0.00036323159491925415,0.0005881728888715067,0.0,0.0013532777377439783,0.000758664572366811,0.004011823879280647,0.0011866502201520702,0.003202573862360284,0.0008113577437767608,0.0009322007502102457,0.0005477747907905451,0.001582083197599627,0.003489576002639811,0.000883957224386025,0.0006498824473893812,0.0003617093477451889,0.0011660413353339564,0.0016522236635430935,0.0005750581439872525,0.0003187351390619632,0.001264870305711729
0.0002626461854944833,0.0003749411885659097,0.0006754093615390903,0.0032016370948685516,0.0001829038527607592,0.0004112409288705418,0.0013532777377439783,0.0,0.0006574936832597073,0.000830795669230209,0.0012591326048248678,0.0035552668229975482,0.00020878205471986787,0.00040245873363555017,0.0010418025467429414,0.0002937937045945869,0.0027251737293861387,0.0006042150321674247,0.0010245894440823577,0.00030245880389311204,0.0008533951849682541,0.002046954065371851,0.0009285707761797825,0.0001496486068042575,0.0009891093753329916
0.0010371187092842792,0.0007844256783894532,0.0019412164347425518,0.006011822474129409,0.0008407488238298662,0.0012200225620450384,0.000758664572366811,0.0006574936832597073,0.0,0.0005208427254032375,0.000594378973504234,0.002630326020848229,0.0005600698641195334,0.002881613900505456,0.0011673293906350884,0.000494613235634729,0.009361234640818753,0.00234203582526757,0.0005024586633779883,0.0012416853102913512,0.0013963690423636705,0.0015329029042836738,0.0004885242469384682,0.0015094837169903627,0.002283370761097826
0.0008487113475095919,0.0004915687412865987,0.000496720962491127,0.0018531602905197022,0.00022447291020638628,0.000414870902901005,0.004011823879280647,0.000830795669230209,0.0005208427254032375,0.0,0.0005117092423588462,0.0020218955349680084,0.0004600699343770953,0.0010072592454853076,0.0003223651130924264,0.002343440976505169,0.0032880538959808693,0.0006991798366418009,0.00024953144061022907,0.000419086356613801,0.0007973062314007742,0.000990046142824724,0.00033583114578608023,0.0002735361075858729,0.0006576107791961738
