0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0,519.1351054414503,578.2952360606707,946.485793633839,750.694296090579,724.8908963286233,552.6291695913571,835.7036042359691,885.5861079744865,694.7233497116001,672.8568376720481,925.8400219733269,642.6435132908109,701.3916440321054,738.2580034791101,716.696676534318,579.3939024018067,651.676992095706,540.3454695272683,547.8835413678396,784.6308786278878,706.2135685293131,566.225165562914,801.0803552354503,834.2844935453352,724.3415631580554,726.4931180761132,528.9315469832453,967.055269020661,549.7299111911374,560.5792413098544,651.5243995483261,557.8478347117526,902.676473281045,622.7912228766747,610.5533005767999,717.230750450148,894.1618091372418,502.2125919370098,622.5318155461288,594.8515274513993,927.9152806176946,679.4030579546495,920.8349864192633,715.3538621173742,505.5238502151555,673.131504257332,627.9793694875942,924.344615009003,700.7507553331095,680.4864650410474,648.1978820154424,773.0491042817468,818.1554612872708,662.953581347087,721.2286751915037,919.4769127475814,502.0905178991058,582.1710867641225,527.8023621326334,874.3400372325816,811.5634632404553,738.120670186468,987.6552629169591,669.7897274697104,526.2611774040956,912.93069246498,640.3088473158971,779.1985839411603,699.9877925962096,773.5679189428388,749.763481551561,865.9474471266824,726.6151921140172,736.4116336558122,523.2093264564959,689.5504623554185,934.308908352916,746.8184453871273,584.7651600695822,747.0320749534593,973.8456373790705,676.9005401776177,594.6989349040193,977.81304361095,516.4036988433485,794.6256904812769,654.6830652790918,610.2481154820399,526.6121402630696,507.17184972685936,889.9807733390301,977.8588213751641,626.3008514664143,832.1176793725394,848.826563310648,883.3124790185248,814.8442030091251,798.9135410626545,610.0344859157078
838.5723441267128,0.0,734.4737083040864,738.990447706534,759.0411084322642,535.3099154637288,635.5174413281655,983.0927457502976,939.8785363322855,988.799707022309,580.9961241492965,846.9649342326121,892.7884762108218,559.9078341013825,887.6461073641162,938.2915738395336,871.1966307565539,509.1250343333232,961.8518631550035,724.6314889980773,662.0990630817591,656.3921018097476,550.9506515701773,592.1201208532975,972.5486007263405,534.1196935941649,847.0717490157781,846.5224158452102,989.043855098117,521.454512161626,646.5651417584766,547.2273934141057,937.9558702352977,975.7530442213202,518.3416241950744,814.966277047029,724.9214148380993,626.5755180516984,683.9808343760491,503.70799890133367,981.5820795312356,748.2528153324992,563.0207220679342,877.5597399822992,597.567674794763,876.1253700369274,686.3612781151769,682.9737235633412,566.1336100344859,582.5525681325724,930.8755760368664,757.3320719016083,721.1371196630756,578.0816064943388,778.5576952421644,564.0583513901181,693.9756462294381,653.2944730979339,553.1479842524491,795.3123569444867,668.2790612506485,727.3018585772271,837.4126407666249,932.4777977843562,760.582293160802,518.1737723929564,524.2316965239418,905.5299539170508,605.0294503616443,601.1383404034547,704.6571245460372,741.4624469740897,970.5496383556626,870.0064088869899,845.8357493820001,842.7076021607104,988.0062257759331,667.6839503158666,962.3401593066194,785.9431745353556,816.1564989165929,601.0925626392407,733.5581530198065,782.2504348887601,824.1065706350902,806.4668721579637,770.6839197973571,688.7417218543046,618.3507797479172,680.2423169652394,986.0988189336833,712.8666035950804,992.9349650563066,841.6699728385265,768.5018463698233,699.4689779351177,630.283516953032,842.2040467543566,916.8370616779076,641.6516617328409
631.4432203131199,887.8139591662343,0.0,805.8412427137059,703.2837916196173,589.5260475478377,848.017822809534,611.6367076631977,581.2402722251045,507.95007171849727,620.4718161564989,657.4449903866695,515.4118472853786,507.21762749107336,667.3940244758446,531.8765831476791,898.3733634449293,684.423352763451,623.6457411420026,802.2095400860621,862.4988555558947,889.5229956968901,947.3097933896909,820.0476088747826,925.5043183690909,601.9775994140446,852.5803399761955,735.0840784936064,511.55125583666495,679.3572801904355,626.4229255043183,857.4785607470931,926.8166142765588,743.5529648731956,532.303842280343,759.4378490554521,616.9316690572832,720.4351939451277,753.7766655476546,756.7827387310404,785.1649525437178,798.4405041657765,581.3013092440565,660.9088412121952,698.7365337076938,821.6040528580584,795.4649494918667,941.9385357219153,761.9251075777458,882.9767754142888,949.3850520340586,693.6552018799401,683.8435010834071,633.7321085238198,503.79955442976166,540.7727286599322,819.1473128452405,573.7784966582232,517.9601428266244,879.2687765129551,509.50651570177314,839.3658253730888,848.9333780938139,590.1974547563098,504.4557023834956,753.4562211981568,563.1427961058382,618.0303353984191,789.2696920682395,654.4389172032838,512.9245887630848,553.636280404065,898.2360301522874,768.7459944456314,780.9991760002442,612.8269295327616,541.4899136326181,642.9486983855709,946.546830652791,651.1734366893521,623.3863338114567,901.272621845149,875.4387035737175,605.3651539658803,980.4986724448378,843.7299722281564,988.2503738517411,502.1515549180578,917.6458021790215,650.7614368114262,708.6397900326548,925.107577745903,869.8538163396099,710.0283822138126,545.8998382518998,580.1873836481826,768.3034760582293,830.7290871913815,513.9774773400068,850.5050813318278
938.6425366985077,861.4001892147587,840.9375286111026,0.0,609.5156712546159,976.6075624866481,671.3309121982483,782.891323587756,859.7674489577929,648.1521042512284,714.9571214941863,501.54118472853787,582.0032349620044,566.5913876766259,545.0148014770958,732.8257087923826,791.1008026367992,528.3822138126774,998.85555589465,534.3485824152349,855.3880428479873,554.719687490463,884.2280343028046,618.8238166447951,978.9574877163,757.3015533921323,944.5173497726371,770.9433271279031,512.9093295083468,716.68141727958,785.7905819879757,878.8262581255531,924.069948423719,889.2635883663442,718.8940092165899,720.1300088503677,998.733481856746,807.9012421033357,719.7027497177038,893.8566240424818,610.1718192083499,592.2421948912015,960.7074190496536,538.0565813165686,627.6436658833583,534.3028046510209,616.9469283120212,724.5399334696493,795.0071718497268,774.7428815576648,899.5635853144933,670.7358012634663,657.4144718771935,835.5967894528031,519.8980681783502,659.7643971068453,863.7806329538865,525.2235480819116,537.5530259102145,809.0456862086855,923.474837488937,980.8038575395977,795.1902829065828,578.1121250038148,745.2009643848994,864.1621143223365,893.4751426740318,656.4226203192236,536.2102114932707,976.6075624866481,909.1616565446943,621.6315195165868,890.0570696127202,808.3437604907376,809.4119083223975,508.91140476699115,640.797143467513,787.9726554155095,765.6483657338176,682.2260200811793,812.1738334299753,747.9628894924772,819.8644978179266,647.7095858638264,739.356669820246,871.4255195776238,606.5248573259682,700.3845332193976,691.9156468398083,636.0209967345195,583.4528641621143,544.2213202307199,575.746940519425,520.6610309152501,974.4560075685904,776.6350291451765,542.2681356242562,990.2951139866329,877.0409253212073,877.7428510391552
582.9340495010224,524.8268074587237,738.3342997528,595.2482680745873,0.0,707.6784569841609,652.272103030488,865.4133732108523,892.6053651539659,639.2101809747612,681.1883907589954,660.6799523911252,803.1403546250801,691.3357951597644,654.9119541001618,904.8890652180547,907.4983977782525,868.3889278847621,650.5783257545702,846.2935270241401,771.629993591113,790.0173955504013,606.2654499954223,529.3588061159093,936.2315744499039,561.9678334910122,771.446882534257,755.7603686635945,596.1943418683431,550.0045777764215,947.5234229560228,675.1915036469619,890.4843287453841,822.8400524918363,721.5338602862637,896.8626972258675,630.436109500412,779.6563615833003,646.1989196447646,761.940366832484,544.7553941465499,727.790154728843,569.2617572557756,667.8365428632466,869.1366313669241,926.2825403607287,565.4622028260139,584.9330118717002,858.745078890347,860.7745597705009,674.1538743247779,656.1784722434156,551.7441328165532,765.6178472243416,895.6724753563036,520.4168828394421,861.9342631305888,658.5436567278055,649.6627704702902,749.977111117893,828.4554582354198,903.7903988769189,648.4878078554643,543.0463576158941,601.0467848750267,568.9718314157536,888.6532181768242,561.7389446699423,988.662373729667,591.7691579943236,713.6295663319804,556.0472426526688,649.6627704702902,521.607104709006,651.1734366893521,664.7694326609088,751.9608142338328,852.3209326456496,977.9198583941161,533.6924344615009,680.5932798242134,711.0202337717826,714.9571214941863,641.8958098086489,621.7535935544907,919.4006164738914,506.92770165105134,976.5160069582201,600.5432294686727,692.3734244819483,588.2442701498459,946.9130527665029,801.2024292733543,990.2493362224188,789.1781365398115,678.7163914914396,747.4898525955992,789.7274697103794,785.2259895626698,578.2952360606707
671.7123935666982,789.6664326914274,542.7106540116581,808.4200567644276,650.3189184240241,0.0,663.8538773766289,565.6300546281319,834.0556047242653,947.1114230780969,584.2921231727042,800.1342814416944,851.2375255592517,609.683523056734,826.334421826838,768.4102908413953,711.7526779992065,686.0713522751549,760.9942930387281,559.8467970824305,790.3836176641133,873.5160374767297,581.9269386883145,987.3043000579851,717.184972685934,826.0750144962919,944.4105349894712,982.6807458723715,753.2578508865627,839.7320474868008,972.4112674336985,888.0581072420423,980.0714133121738,597.064119388409,587.160863063448,782.845545823542,880.321665089877,737.2051149021881,859.8895229956969,737.7849665822321,638.5082552568133,766.4418469801935,842.2345652638326,636.2956633198035,739.40244758446,575.4417554246651,577.2728659932249,953.8254951628162,692.4649800103763,578.4325693533128,744.4227423932615,635.8226264229255,960.3717154454176,740.1959288308359,641.102328562273,965.0410473952452,919.7820978423414,506.13422040467543,954.6189764091922,558.5955381939146,932.4472792748802,901.6998809778131,526.9783623767815,885.6624042481765,854.7471541489914,815.8818323313089,566.33198034608,946.2263863032929,563.9210180974761,735.3892635883664,507.44651631214333,501.60222174748986,829.0200506607257,944.2426831873531,974.9900814844202,997.4059266945403,604.5258949552904,955.0920133060702,552.3392437513352,569.3227942747276,575.2433851130711,687.4599444563128,809.3508713034455,772.8965117343669,530.0454725791192,658.7267677846614,791.7569505905332,927.1217993713187,893.0173650318918,703.4211249122593,925.8857997375408,713.2175664540543,989.7610400708029,986.5108188116092,541.3678395947142,918.9123203222755,877.3918881801812,826.120792260506,965.2394177068392,968.6422315134129
816.0039063692129,591.6318247016816,890.3622547074801,630.695516830958,709.8910489211707,692.5260170293283,0.0,541.7645802179021,596.6063417462691,923.566393017365,851.8021179845576,939.2986846522416,512.0700704977569,682.1802423169653,573.6106448561052,742.6831873531297,809.6407971434676,823.5724967192602,575.5180516983551,873.6381115146337,761.51310769982,669.0115054780724,729.9417096469008,956.4500869777521,520.5236976226081,933.1492049928281,623.5847041230506,788.6898403881955,770.3024384289072,585.863826410718,534.4553971984009,723.2123783074435,642.0178838465529,914.4871364482558,808.0538346507157,851.7258217108676,726.0811181981873,801.4770958586382,586.1537522507401,630.8328501236,756.3249610889004,983.9014862514115,591.4487136448256,841.1511581774346,795.5565050202947,809.8086489455854,920.6213568529313,519.8828089236122,999.908444471572,757.3320719016083,549.6536149174474,757.8661458174383,790.5362102114933,732.1237830744346,504.0742210150456,501.2665181432539,510.727256080813,908.7191381572924,897.3052156132694,749.0462965788751,896.4049195837275,631.4279610583819,790.2462843714713,786.2788781395917,938.1389812921536,640.568254646443,575.5790887173071,844.5081942197943,963.1641590624713,639.3475142674032,839.2590105899228,829.2184209723198,514.9235511337627,967.284157841731,902.7832880642109,505.5238502151555,858.912930692465,895.6419568468276,999.4048890652181,782.4030274361401,692.2818689535203,810.7089449751275,787.0265816217536,986.1751152073732,885.9675893429364,800.1342814416944,651.2955107272561,763.8477736747337,836.9701223792231,908.4902493362224,501.77007354960784,507.0955534531694,759.2242194891202,577.1660512100589,514.4505142368847,937.2386852626119,991.0733359782707,534.6690267647328,523.6518448438978,741.9660023804438
647.3128452406385,652.577288125248,516.4647358623005,904.5686208685568,694.3266090884122,533.0057679982909,932.8897976622823,0.0,776.0093997009186,843.1501205481125,724.6467482528153,911.2063966795862,868.8619647816402,662.511062959685,876.1406292916654,918.0578020569476,594.3021942808314,858.4856715598011,840.1440473647267,863.4449293496506,766.4113284707175,755.7908871730705,591.9370097964415,723.1666005432295,502.9450361644337,615.5735953856014,754.5701467940305,658.6352122562334,978.1945249794001,689.6877956480605,998.5808893093661,630.161442915128,645.3749198889127,865.7185583056123,669.2251350444044,827.7382732627339,507.0345164342174,668.5079500717185,844.4929349650563,809.7628711813716,761.299478133488,633.8694418164616,776.6655476546525,990.3714102603228,902.279732657857,819.7271645252846,921.1096530045472,866.1152989288003,602.6947843867306,970.7937864314706,504.80666524246953,622.4250007629628,956.938383129368,602.1301919614245,838.3129367961669,510.635700552385,912.350840784936,517.2887356181524,823.7098300119022,636.1430707724235,967.497787408063,526.6121402630696,862.2852259895626,548.2802819910276,964.7968993194372,881.3745536667989,614.5359660634175,772.667622913297,556.2150944547868,689.3520920438245,815.9276100955229,676.4275032807398,669.9118015076144,827.5246436964019,601.3519699697866,807.1535386211738,555.8641315958129,617.4199652088992,541.6882839442121,596.1180455946532,738.914151432844,778.7713248084964,845.1643421735282,566.316721091342,956.968901638844,927.1370586260567,927.0607623523667,936.0332041383099,912.85439619129,631.076998199408,800.6073183385723,758.5528122806481,917.6000244148076,794.6409497360148,992.3551133762627,988.662373729667,753.6240730002746,880.382702108829,935.056611835078,616.4433729056673
835.6425672170171,739.188818018128,541.1694692831202,759.2089602343822,997.5585192419203,561.9067964720603,910.2908413953062,851.9241920224616,0.0,718.8024536881619,873.2718894009217,826.9600512710958,971.3126010925625,502.2583697012238,826.639606921598,923.780022583697,705.618457594531,538.4990997039705,559.9536118655965,518.9977721488083,570.4672383800776,883.8160344248787,529.6029541917172,617.7709280678731,677.7397991882076,570.9860530411695,781.9452497940001,896.6948454237495,800.5920590838343,621.6315195165868,979.0032654805138,939.2681661427656,729.6975615710928,789.8342844935453,729.8196356089968,554.322946867275,880.596331675161,552.9801324503311,680.6085390789514,818.1249427777948,729.8806726279488,615.2226325266274,566.8355357524339,730.5825983458967,908.9022492141484,939.2834253975036,680.3033539841914,626.5297402874844,532.593768120365,572.1457564012574,954.4206060975982,732.3526718955046,591.9064912869655,780.4956205938902,620.7007049775689,508.86562700277716,987.8078554643391,761.0858485671561,639.8968474379711,670.9494308297983,534.9742118594928,942.1674245429854,860.3167821283608,524.4300668355357,513.4128849147007,641.2091433454391,607.0894497512742,511.108737449263,595.9807123020112,594.7904904324473,655.1408429212318,602.3895992919706,730.0485244300669,626.1177404095583,789.0408032471694,932.1726126895962,801.3397625659962,965.8803064058352,902.890102847377,809.4882045960875,658.2232123783074,992.0346690267647,843.4553056428724,501.9379253517258,824.4422742393261,904.2481765190588,949.5223853267007,930.0057985168005,978.286080507828,598.437452314829,990.6460768456068,663.136692403943,526.7494735557116,757.1337015900144,958.4948271126439,858.4246345408491,852.4735251930296,921.3843195898312,913.830988494522,532.029175695059
561.3574633014923,559.5568712424085,842.2956022827846,804.452650532548,809.8544267097996,899.0905484176153,722.0984527115695,509.9032563249611,538.8500625629445,0.0,756.6911832026124,810.6631672109133,693.4873500778222,590.2584917752617,975.7530442213202,706.839197973571,755.9587389751885,916.3487655262917,657.2771385845515,582.4610126041445,670.2627643665883,644.6882534257027,774.2393261513107,678.0449842829676,986.5108188116092,559.8315378276925,918.6834315012054,630.802331614124,803.094576860866,586.4894558549761,906.5065462202826,972.6859340189825,834.9406414990692,897.5798821985534,516.1137730033265,727.1645252845851,685.7051301614429,909.8330637531662,563.8904995880001,995.2238532670065,652.363658558916,682.8821680349132,769.6920682393873,671.1630603961303,639.9578844569231,987.1059297463912,615.5735953856014,679.1741691335795,515.0303659169286,556.1387981810968,650.837733085116,870.6625568407239,975.5241554002503,789.6206549272133,946.378978850673,973.6167485580004,765.4042176580097,921.6895046845912,651.6312143314921,734.2753379924925,812.2043519394513,920.8807641834773,857.2191534165472,641.7737357707449,615.5583361308634,637.2875148777734,716.2999359111301,876.5068514053773,964.7053437910092,962.1875667592394,527.9396954252754,872.5547044282357,813.3487960448011,516.1137730033265,735.4503006073184,635.3038117618336,889.8586993011261,630.893887142552,542.8327280495621,704.2451246681112,870.8304086428419,641.163365581225,602.6947843867306,902.157658619953,696.4171269875179,751.1368144779809,978.377636036256,760.9027375103001,855.2659688100833,992.2177800836207,833.7504196295054,764.6565141758476,717.3375652333141,536.9579149754326,553.666798913541,801.1719107638783,742.7137058626057,885.2809228797265,748.1154820398572,961.5771965697195
